Year,Country,Link,Voted For,Juror A,Juror B,Juror C,Juror D,Juror E,Jury,Televoting,Jury points,Televoting points,Jury rank,Televoting rank
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Greece,15,8,9,9,23,13th,3 points 8th,0,3,13,8
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Ireland,25,14,16,16,22,21st,2 points 9th,0,2,21,9
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Israel,7,4,4,8,15,3 points 8th,10 points 2nd,3,10,8,2
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Italy,3,2,1,12,9,10 points 2nd,4 points 7th,10,4,2,7
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Latvia,12,18,26,15,21,18th,20th,0,0,18,20
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Lithuania,20,5,10,4,2,5 points 6th,14th,5,0,6,14
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Luxembourg,9,13,5,14,5,2 points 9th,13th,2,0,9,13
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Norway,6,21,17,17,13,16th,12th,0,0,16,12
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Portugal,21,11,2,2,10,4 points 7th,25th,4,0,7,25
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Serbia,22,19,22,13,20,22nd,21st,0,0,22,21
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Slovenia,24,20,11,21,19,19th,24th,0,0,19,24
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Spain,19,23,19,24,26,26th,22nd,0,0,26,22
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Sweden,10,12,12,7,14,1 point 11th,8 points 3rd,1,8,11,3
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Switzerland,5,1,7,5,7,7 points 4th,5 points 6th,7,5,4,6
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Ukraine,4,3,3,6,1,12 points 1st,12 points 1st,12,12,1,1
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,United Kingdom,8,26,13,23,12,17th,23rd,0,0,17,23
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Armenia,10,3,11,11,10,3 points 8th,3 points 8th,3,3,8,8
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Austria,7,10,7,24,24,13th,16th,0,0,13,16
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Croatia,4,13,2,10,12,7 points 4th,10 points 2nd,7,10,4,2
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Cyprus,14,23,8,23,19,20th,21st,0,0,20,21
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Estonia,24,24,3,19,22,15th,14th,0,0,15,14
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Finland,18,15,10,18,25,22nd,13th,0,0,22,13
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,France,2,2,1,3,2,10 points 2nd,5 points 6th,10,5,2,6
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Georgia,21,14,9,15,20,19th,24th,0,0,19,24
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Germany,19,7,17,4,4,5 points 6th,18th,5,0,6,18
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Greece,5,16,19,21,13,16th,4 points 7th,0,4,16,7
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Ireland,11,17,24,25,6,17th,6 points 5th,0,6,17,5
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Israel,17,12,14,9,17,18th,12 points 1st,0,12,18,1
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Italy,3,4,13,14,9,6 points 5th,2 points 9th,6,2,5,9
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Latvia,23,9,12,7,8,1 point 10th,11th,1,0,10,11
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Lithuania,9,11,15,5,5,4 points 7th,1 point 10th,4,1,7,10
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Luxembourg,20,8,16,6,16,14th,20th,0,0,14,20
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Norway,13,25,20,13,23,24th,12th,0,0,24,12
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Portugal,12,20,21,1,3,8 points 3rd,17th,8,0,3,17
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Serbia,25,22,23,20,7,21st,22nd,0,0,21,22
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Slovenia,22,21,22,12,11,23rd,25th,0,0,23,25
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Spain,16,18,5,8,18,11th,15th,0,0,11,15
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Sweden,8,5,18,16,21,12th,19th,0,0,12,19
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Switzerland,1,1,4,2,1,12 points 1st,7 points 4th,12,7,1,4
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,Ukraine,6,6,6,17,15,2 points 9th,8 points 3rd,2,8,9,3
2024,Netherlands,https://eurovision.tv/event/malmo-2024/grand-final/results/netherlands,United Kingdom,15,19,25,22,14,25th,23rd,0,0,25,23
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Armenia,9,2,2,8,11,7 points 4th,12th,7,0,4,12
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Austria,19,7,19,10,24,15th,16th,0,0,15,16
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Croatia,22,22,5,15,8,13th,12 points 1st,0,12,13,1
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Cyprus,14,18,17,21,23,23rd,17th,0,0,23,17
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Estonia,24,10,14,22,13,18th,14th,0,0,18,14
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Finland,23,24,22,25,22,25th,1 point 10th,0,1,25,10
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,France,10,1,8,1,4,10 points 2nd,7 points 4th,10,7,2,4
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Georgia,12,23,15,3,9,1 point 10th,22nd,1,0,10,22
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Germany,8,3,4,12,6,6 points 5th,15th,6,0,5,15
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Greece,4,14,10,6,18,2 points 9th,18th,2,0,9,18
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Ireland,16,11,25,24,25,20th,4 points 7th,0,4,20,7
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Israel,2,6,3,23,2,8 points 3rd,5 points 6th,8,5,3,6
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Italy,3,17,7,2,15,5 points 6th,11th,5,0,6,11
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Latvia,5,20,9,18,7,11th,2 points 9th,0,2,11,9
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Lithuania,20,25,18,13,17,21st,3 points 8th,0,3,21,8
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Luxembourg,11,12,11,19,14,16th,20th,0,0,16,20
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Portugal,7,15,16,4,21,12th,23rd,0,0,12,23
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Serbia,18,21,13,20,20,22nd,19th,0,0,22,19
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Slovenia,15,19,20,16,16,19th,24th,0,0,19,24
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Spain,21,13,23,9,12,17th,13th,0,0,17,13
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Sweden,13,8,12,5,5,3 points 8th,10 points 2nd,3,10,8,2
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Switzerland,1,4,1,7,1,12 points 1st,6 points 5th,12,6,1,5
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,Ukraine,6,9,6,14,3,4 points 7th,8 points 3rd,4,8,7,3
2024,Norway,https://eurovision.tv/event/malmo-2024/grand-final/results/norway,United Kingdom,17,16,24,17,19,24th,21st,0,0,24,21
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Armenia,16,19,23,24,20,24th,11th,0,0,24,11
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Austria,23,22,20,12,22,22nd,16th,0,0,22,16
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Croatia,6,10,2,1,10,8 points 3rd,10 points 2nd,8,10,3,2
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Cyprus,14,7,18,14,14,15th,20th,0,0,15,20
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Estonia,22,24,24,22,24,26th,13th,0,0,26,13
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Finland,26,25,26,15,26,25th,1 point 10th,0,1,25,10
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,France,9,21,3,11,6,3 points 8th,7 points 4th,3,7,8,4
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Georgia,19,17,22,13,19,21st,22nd,0,0,21,22
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Germany,5,8,19,7,4,4 points 7th,14th,4,0,7,14
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Greece,15,23,11,17,18,20th,17th,0,0,20,17
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Ireland,11,18,7,21,5,1 point 11th,6 points 5th,1,6,11,5
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Israel,8,26,25,18,21,19th,5 points 6th,0,5,19,6
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Italy,4,4,4,3,11,7 points 4th,4 points 7th,7,4,4,7
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Latvia,18,2,17,8,15,2 points 9th,18th,2,0,9,18
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Lithuania,7,15,8,19,9,13th,3 points 8th,0,3,13,8
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Luxembourg,17,6,16,20,12,14th,21st,0,0,14,21
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Norway,20,11,13,16,17,18th,12th,0,0,18,12
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Portugal,3,9,6,23,3,6 points 5th,25th,6,0,5,25
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Serbia,13,13,15,26,13,17th,24th,0,0,17,24
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Slovenia,24,14,21,25,16,23rd,23rd,0,0,23,23
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Spain,25,20,9,10,23,16th,15th,0,0,16,15
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Sweden,12,3,10,5,7,5 points 6th,2 points 9th,5,2,6,9
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Switzerland,1,1,1,4,1,12 points 1st,8 points 3rd,12,8,1,3
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,Ukraine,2,5,5,6,2,10 points 2nd,12 points 1st,10,12,2,1
2024,Poland,https://eurovision.tv/event/malmo-2024/grand-final/results/poland,United Kingdom,10,12,12,9,8,12th,19th,0,0,12,19
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Armenia,3,1,2,3,3,8 points 3rd,2 points 9th,8,2,3,9
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Austria,20,22,24,24,24,25th,21st,0,0,25,21
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Croatia,23,24,19,21,8,20th,7 points 4th,0,7,20,4
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Cyprus,6,14,21,11,19,12th,1 point 10th,0,1,12,10
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Estonia,16,21,6,17,25,14th,19th,0,0,14,19
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Finland,24,17,11,20,11,18th,14th,0,0,18,14
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,France,18,12,17,19,12,19th,8 points 3rd,0,8,19,3
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Georgia,19,23,20,23,23,24th,23rd,0,0,24,23
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Germany,10,9,13,7,14,2 points 9th,20th,2,0,9,20
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Greece,17,20,23,25,16,22nd,13th,0,0,22,13
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Ireland,1,3,3,2,1,10 points 2nd,5 points 6th,10,5,2,6
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Israel,25,25,25,16,22,23rd,12 points 1st,0,12,23,1
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Italy,11,7,9,6,4,5 points 6th,4 points 7th,5,4,6,7
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Latvia,8,13,22,15,21,15th,16th,0,0,15,16
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Lithuania,9,4,5,4,6,7 points 4th,12th,7,0,4,12
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Luxembourg,12,16,14,8,9,11th,11th,0,0,11,11
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Norway,13,19,16,22,18,21st,15th,0,0,21,15
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Serbia,15,10,15,5,13,1 point 10th,22nd,1,0,10,22
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Slovenia,14,15,18,9,20,16th,24th,0,0,16,24
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Spain,21,11,7,13,17,13th,3 points 8th,0,3,13,8
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Sweden,5,8,10,12,7,3 points 8th,18th,3,0,8,18
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Switzerland,2,2,1,1,2,12 points 1st,6 points 5th,12,6,1,5
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,Ukraine,7,6,4,10,5,6 points 5th,10 points 2nd,6,10,5,2
2024,Portugal,https://eurovision.tv/event/malmo-2024/grand-final/results/portugal,United Kingdom,4,5,8,14,15,4 points 7th,17th,4,0,7,17
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Armenia,4,3,4,16,16,8 points 4th,11th,8,0,4,11
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Austria,21,26,10,10,9,18th,19th,0,0,18,19
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Croatia,12,25,24,7,4,13th,8 points 3rd,0,8,13,3
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Cyprus,14,15,17,4,7,3 points 9th,4 points 7th,3,4,9,7
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Estonia,23,22,25,18,10,23rd,20th,0,0,23,20
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Finland,18,19,16,6,3,4 points 8th,16th,4,0,8,16
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,France,19,12,7,11,19,17th,6 points 5th,0,6,17,5
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Georgia,22,24,18,13,25,25th,15th,0,0,25,15
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Germany,25,7,22,3,20,1 point 11th,23rd,1,0,11,23
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Greece,17,14,6,23,17,19th,7 points 4th,0,7,19,4
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Ireland,10,6,9,9,2,7 points 5th,2 points 9th,7,2,5,9
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Israel,11,21,26,26,26,24th,12 points 1st,0,12,24,1
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Italy,1,1,11,5,1,10 points 2nd,3 points 8th,10,3,2,8
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Latvia,13,13,15,20,13,20th,12th,0,0,20,12
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Lithuania,5,16,8,15,23,14th,1 point 10th,0,1,14,10
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Luxembourg,7,9,21,12,11,15th,18th,0,0,15,18
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Norway,8,8,5,19,22,12th,22nd,0,0,12,22
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Portugal,6,2,19,21,21,5 points 7th,24th,5,0,7,24
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Serbia,9,17,23,24,24,22nd,17th,0,0,22,17
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Slovenia,24,20,20,22,18,26th,25th,0,0,26,25
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Spain,3,23,14,8,8,6 points 6th,13th,6,0,6,13
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Sweden,16,11,3,14,14,2 points 10th,14th,2,0,10,14
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Switzerland,2,4,1,1,6,12 points 1st,5 points 6th,12,5,1,6
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,Ukraine,26,5,13,25,12,16th,10 points 2nd,0,10,16,2
2024,San Marino,https://eurovision.tv/event/malmo-2024/grand-final/results/san-marino,United Kingdom,15,18,12,17,15,21st,21st,0,0,21,21
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Armenia,15,9,7,15,15,14th,1 point 10th,0,1,14,10
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Austria,21,24,21,19,23,23rd,12th,0,0,23,12
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Croatia,1,1,2,2,1,12 points 1st,12 points 1st,12,12,1,1
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Cyprus,7,21,10,17,13,15th,13th,0,0,15,13
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Estonia,22,22,16,24,24,22nd,15th,0,0,22,15
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Finland,20,12,19,12,16,19th,17th,0,0,19,17
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,France,3,5,1,9,18,8 points 3rd,10 points 2nd,8,10,3,2
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Georgia,5,17,20,21,8,13th,21st,0,0,13,21
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Germany,10,14,13,20,19,18th,22nd,0,0,18,22
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Greece,18,8,17,10,4,3 points 9th,8 points 3rd,3,8,9,3
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Ireland,25,6,15,6,9,2 points 10th,7 points 4th,2,7,10,4
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Israel,23,16,25,25,25,24th,3 points 8th,0,3,24,8
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Italy,11,4,5,11,5,6 points 5th,4 points 7th,6,4,5,7
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Latvia,19,15,18,14,20,21st,23rd,0,0,21,23
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Lithuania,4,11,11,3,7,7 points 4th,19th,7,0,4,19
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Luxembourg,8,23,12,23,21,17th,16th,0,0,17,16
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Norway,14,18,23,16,12,20th,18th,0,0,20,18
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Portugal,6,20,6,13,14,12th,20th,0,0,12,20
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Slovenia,24,19,22,22,22,25th,2 points 9th,0,2,25,9
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Spain,12,13,8,18,17,16th,14th,0,0,16,14
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Sweden,9,3,14,7,11,5 points 7th,5 points 6th,5,5,7,6
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Switzerland,2,2,4,1,2,10 points 2nd,6 points 5th,10,6,2,5
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,Ukraine,16,25,24,4,6,1 point 11th,11th,1,0,11,11
2024,Serbia,https://eurovision.tv/event/malmo-2024/grand-final/results/serbia,United Kingdom,13,10,3,8,10,4 points 8th,24th,4,0,8,24
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Armenia,4,13,10,4,3,7 points 4th,14th,7,0,4,14
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Austria,22,17,24,20,21,23rd,12th,0,0,23,12
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Croatia,10,5,1,12,12,6 points 5th,12 points 1st,6,12,5,1
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Cyprus,11,14,21,10,13,13th,6 points 5th,0,6,13,5
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Estonia,20,22,14,17,19,19th,17th,0,0,19,17
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Finland,19,24,23,13,18,20th,15th,0,0,20,15
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,France,2,2,3,2,1,12 points 1st,7 points 4th,12,7,1,4
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Georgia,21,10,22,19,14,16th,23rd,0,0,16,23
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Germany,14,18,20,14,15,17th,20th,0,0,17,20
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Greece,6,15,13,5,5,2 points 9th,16th,2,0,9,16
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Ireland,9,9,11,15,4,1 point 10th,2 points 9th,1,2,10,9
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Israel,18,12,18,18,17,18th,10 points 2nd,0,10,18,2
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Italy,7,7,6,8,8,3 points 8th,3 points 8th,3,3,8,8
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Latvia,17,19,19,16,23,21st,21st,0,0,21,21
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Lithuania,15,20,7,23,22,14th,11th,0,0,14,11
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Luxembourg,5,4,9,9,7,5 points 6th,18th,5,0,6,18
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Norway,23,23,16,22,20,22nd,19th,0,0,22,19
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Portugal,1,1,5,1,10,8 points 3rd,24th,8,0,3,24
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Serbia,8,6,4,7,9,4 points 7th,5 points 6th,4,5,7,6
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Spain,24,25,25,24,25,25th,13th,0,0,25,13
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Sweden,12,8,12,11,11,12th,1 point 10th,0,1,12,10
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Switzerland,3,3,2,3,2,10 points 2nd,4 points 7th,10,4,2,7
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,Ukraine,16,11,15,21,16,15th,8 points 3rd,0,8,15,3
2024,Slovenia,https://eurovision.tv/event/malmo-2024/grand-final/results/slovenia,United Kingdom,25,21,17,25,24,24th,22nd,0,0,24,22
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Armenia,20,7,18,9,22,18th,3 points 8th,0,3,18,8
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Austria,8,1,13,6,18,6 points 5th,13th,6,0,5,13
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Croatia,18,9,10,23,20,19th,8 points 3rd,0,8,19,3
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Cyprus,9,6,11,8,23,12th,20th,0,0,12,20
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Estonia,25,24,25,22,15,24th,21st,0,0,24,21
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Finland,22,2,24,15,11,11th,12th,0,0,11,12
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,France,4,22,2,13,4,7 points 4th,5 points 6th,7,5,4,6
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Georgia,6,16,17,18,12,17th,17th,0,0,17,17
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Germany,2,15,12,16,3,5 points 6th,19th,5,0,6,19
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Greece,17,14,22,12,17,21st,2 points 9th,0,2,21,9
